entrez	symbol	description	locus	hprd	hgnc	mim	refpro	refdna	ensembl	type	dominant	recessive	duplicability	origin	degree	mirna	function	expression	chromosome	tstart	tend	type_of_screening	cancer_type
10963	STIP1	stress-induced-phosphoprotein 1	11q13	05454	11387	605063	NP_006810	NM_006819	ENSP00000305958	candidate	0	0	1	Last Universal Common Ancestor	21	2	-1	58	chr11	63960547	63971595	WGS	liver
6794	STK11	serine/threonine kinase 11	19p13.3	03740	11389	602216	NP_000446	NM_000455	ENSP00000324856	known	0	1	0	Last Universal Common Ancestor	59	2	Cell cycle,Cellular metabolism,Cellular processes	73	chr19	1206913	1226643	CGC,HTMS,WES	lung,pancreas,breast,ovarian,prostate
8859	STK19	serine/threonine kinase 19	6p21.3	07281	11398	604977	NP_115830;NP_004188	NM_032454;NR_026717;NM_004197	ENSP00000364480;ENSP00000364482	candidate	0	0	0	Eukaryotes	13	0	Cellular metabolism,Cellular processes	107	chr6	31939774	31981561	WGS	melanoma
7955	STL	six-twelve leukemia	6q22.33	-	-	602532	-	NR_026876	-	known	1	0	-1	-	0	0	-1	-1	-	0	0	CGC	leukemia
64220	STRA6	stimulated by retinoic acid gene 6 homolog (mouse)	15q24.1	18122	30650	610745	NP_071764;NP_001136091;NP_001185969;NP_001136089;NP_001185970;NP_001136092;NP_001185971;NP_001136090	NM_022369;NM_001142619;NM_001199040;NM_001142617;NM_001199041;NM_001142620;NM_001199042;NM_001142618	ENSP00000326085;ENSP00000413012;ENSP00000407176;ENSP00000440238;ENSP00000458827;ENSP00000456609;ENSP00000378537	candidate	0	0	0	Eukaryotes	0	0	-1	61	chr15	74472424	74494860	WGS	melanoma
55359	STYK1	serine/threonine/tyrosine kinase 1	12p13.2	15447	18889	611433	NP_060893	NM_018423	ENSP00000075503	candidate	0	0	0	Last Universal Common Ancestor	2	0	Cellular metabolism,Cellular processes	63	chr12	10772746	10787217	WES	head and neck squamous cell carcinoma
51684	SUFU	suppressor of fused homolog (Drosophila)	10q24.32	06124	16466	607035	NP_057253;NP_001171604	NM_016169;NM_001178133	ENSP00000358915;ENSP00000358918	known	0	1	0	Last Universal Common Ancestor	38	1	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	-1	chr10	104263910	104389909	CGC	medulloblastoma
55959	SULF2	sulfatase 2	20q12-q13.2	18130	20392	610013	NP_061325;NP_940998;NP_001155313	NM_018837;NM_198596;NM_001161841	ENSP00000418290;ENSP00000418442	candidate	0	0	0	Last Universal Common Ancestor	1	1	Cellular metabolism	-1	chr20	46288142	46386107	WES	breast
56241	SUSD2	sushi domain containing 2	22q11-q12	18132	30667	-	NP_062547	NM_019601	ENSP00000351075	candidate	0	0	0	Eukaryotes	3	0	-1	-1	chr22	24577488	24584296	WGS	lymphoma
203328	SUSD3	sushi domain containing 3	9q22.31	15453	28391	-	NP_659443	NM_145006	ENSP00000364621	candidate	0	0	0	Vertebrates	1	1	-1	-1	chr9	95821025	95847026	WGS	lung
23512	SUZ12	suppressor of zeste 12 homolog (Drosophila)	17q11.2	06949	17101	606245	NP_056170	NM_015355	ENSP00000316578	known	1	0	0	Eukaryotes	13	7	Cell cycle,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	100	chr17	30264266	30326019	CGC	endometrium
6850	SYK	spleen tyrosine kinase	9q22	02514	11491	600085	NP_001128524;NP_001167639;NP_001167638;NP_003168	NM_001135052;NM_001174168;NM_001174167;NM_003177	ENSP00000364904;ENSP00000364898;ENSP00000364899;ENSP00000364907	known	1	0	0	Last Universal Common Ancestor	135	0	Cell cycle,Cell motility and interactions,Cell response to stimuli,Cellular metabolism,Cellular processes,Development,Immune system response,Regulation of intracellular processes and metabolism,Signal transduction	16	chr9	93606181	93657879	CGC,HTMS,WES	lymphoma,myelodysplasia,sarcoma
6854	SYN2	synapsin II	3p25	02857	11495	600755	NP_598328;NP_003169	NM_133625;NM_003178	-	candidate	0	0	0	Eukaryotes	1	0	Cellular processes,Multicellular activities,Signal transduction	83	chr3	12046026	12232122	WES	lymphoma
23345	SYNE1	spectrin repeat containing, nuclear envelope 1	6q25	09762	17089	608441	NP_892006;NP_149062	NM_133650;NM_182961;NM_015293;NM_001134379;NM_001099267;NM_033071	ENSP00000396024;ENSP00000356224	candidate	0	0	0	Eukaryotes	26	11	Cellular processes,Development	47	chr6	152477044	152949466	WES,WGS	head and neck squamous cell carcinoma,chronic lymphocytic leukemia
23224	SYNE2	spectrin repeat containing, nuclear envelope 2	14q23.2	09763	17084	608442	NP_878914;NP_878918;NP_055995;NP_878917	NM_182910;NM_182914;NM_182912;NM_015180;NM_182913	ENSP00000341781;ENSP00000396794;ENSP00000391937;ENSP00000350719	candidate	0	0	0	Eukaryotes	7	11	-1	89	chr14	64375867	64692241	WES,WGS	kidney,glioblastoma
9145	SYNGR1	synaptogyrin 1	22q13.1	06800	11498	603925	NP_663791;NP_663783;NP_004702	NM_145738;NM_145731;NM_004711	ENSP00000332287;ENSP00000318845;ENSP00000370946	candidate	0	0	0	Eukaryotes	2	2	-1	77	chr22	39746016	39777916	WGS	glioblastoma
8867	SYNJ1	synaptojanin 1	21q22.2	09182	11503	604297	NP_001153774;NP_982271;NP_003886;NP_001153778	NM_001160302;NM_203446;NM_003895;NM_001160306	ENSP00000349903;ENSP00000371931;ENSP00000371939	candidate	0	0	0	Eukaryotes	35	5	Cellular metabolism,Cellular processes	70	chr21	34003308	34100351	WGS	lymphoma
171024	SYNPO2	synaptopodin 2	4q26	15456	17732	-	NP_597734;NP_001122406;NP_001122405	NM_133477;NM_001128934;NM_001128933	ENSP00000306015	candidate	0	0	0	Eukaryotes	8	1	-1	-1	chr4	119810192	119979086	WGS	chronic lymphocytic leukemia
401135	SYT14L	synaptotagmin XIV-like	4q13.2	18501	33429	610892	-	NR_027094;NM_001014372	-	candidate	0	0	-1	Eukaryotes	0	0	-1	-1	-	0	0	WES	colorectal
6860	SYT4	synaptotagmin IV	18q12.3	02519	11512	600103	NP_065834	NM_020783	ENSP00000255224	candidate	0	0	0	Eukaryotes	10	2	Cellular processes,Multicellular activities,Signal transduction	-1	chr18	40850309	40854360	WES,WGS	melanoma,chronic lymphocytic leukemia
23334	SZT2	seizure threshold 2 homolog (mouse)	1p34.2	11085	29040	-	NP_056099	NM_001012960;NM_182518;NM_015284;NM_001012961	ENSP00000457168	candidate	0	0	0	-	2	0	-1	88	chr1	43868848	43916148	WES,WGS	breast
134860	TAAR9	trace amine associated receptor 9 (gene/pseudogene)	6q23.2	16308	20977	608282	NP_778227	NM_175057	ENSP00000424607	candidate	0	0	2	-	0	0	Signal transduction	-1	chr6	132859429	132860472	WGS	glioblastoma
10579	TACC2	transforming, acidic coiled-coil containing protein 2	10q26	05600	11523	605302	NP_996744;NP_996742;NP_996743;NP_008928	NM_206862;NM_206860;NM_206861;NM_006997	ENSP00000260733;ENSP00000353763;ENSP00000425062;ENSP00000358001	candidate	0	0	0	Last Universal Common Ancestor	14	1	-1	78	chr10	123809950	124013568	WES	breast
6871	TADA2A	transcriptional adaptor 2A	17q12-q21	03784	11531	602276	NP_001479;NP_597683;NP_001159577	NM_001488;NM_133439;NM_001166105	ENSP00000225396;ENSP00000406699	candidate	0	0	0	Eukaryotes	117	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	35	chr17	35783611	35837084	WGS	breast
6872	TAF1	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	Xq13.1	02436	11535	313650	NP_620278;NP_004597	NM_138923;NM_004606	ENSP00000406549;ENSP00000362895	candidate	0	0	1	Eukaryotes	80	5	Cell cycle,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	61	chrX	70586165	70683893	WES	breast
8148	TAF15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	17q11.1-q11.2	09031	11547	601574	NP_003478;NP_631961	NM_003487;NM_139215	ENSP00000309558;ENSP00000466950	known	1	0	0	Eukaryotes	53	7	-1	83	chr17	34144719	34172043	CGC	leukemia,sarcoma
6873	TAF2	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	8q24.12	07060	11536	604912	NP_003175	NM_003184	ENSP00000367406	candidate	0	0	0	Last Universal Common Ancestor	23	2	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	69	chr8	120744167	120844804	WES	colorectal
6875	TAF4B	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa	18q11.2	-	11538	601689	NP_005631;XP_003403744	NM_005640;XM_003403696	ENSP00000269142	candidate	0	0	0	Last Universal Common Ancestor	3	2	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	54	chr18	23806898	23969973	WGS	lung
6886	TAL1	T-cell acute lymphocytic leukemia 1	1p32	01753	11556	187040	NP_003180	NM_003189	ENSP00000294339	known	1	0	0	Metazoans	70	0	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Multicellular activities,Regulation of intracellular processes and metabolism,Regulation of transcription	83	chr1	47685395	47691560	CGC	leukemia
6887	TAL2	T-cell acute lymphocytic leukemia 2	9q32	01735	11557	186855	NP_005412	NM_005421	ENSP00000334547	known	1	0	0	Vertebrates	0	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	-1	chr9	108424778	108425101	CGC	leukemia
338398	TAS2R60	taste receptor, type 2, member 60	7q35	18159	20639	613968	NP_803186	NM_177437	ENSP00000327724	candidate	0	0	0	Mammals	0	0	Cell response to stimuli,Signal transduction	-1	chr7	143140546	143141499	WES	melanoma
55773	TBC1D23	TBC1 domain family, member 23	3q12.2	07727	25622	-	NP_001186127;NP_060779	NM_001199198;NM_018309	ENSP00000377700;ENSP00000340693	candidate	0	0	0	Eukaryotes	4	0	Regulation of intracellular processes and metabolism,Signal transduction	-1	chr3	99979863	100042509	WGS	liver
23329	TBC1D30	TBC1 domain family, member 30	12q14.3	-	29164	-	NP_056094	NM_015279	ENSP00000440640	candidate	0	0	0	Eukaryotes	0	1	Regulation of intracellular processes and metabolism,Signal transduction	32	chr12	65218660	65269565	WGS	melanoma
79718	TBL1XR1	transducin (beta)-like 1 X-linked receptor 1	3q26.32	15476	29529	608628	NP_078941	NM_024665	-	candidate	0	0	2	Last Universal Common Ancestor	32	3	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	69	chr3	176744158	176782765	WES	breast,lymphoma
9096	TBX18	T-box 18	6q14-q15	-	11595	604613	NP_001073977	NM_001080508	ENSP00000358677	candidate	0	0	0	Metazoans	0	0	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Other,Regulation of intracellular processes and metabolism,Regulation of transcription	-1	chr6	85446406	85473899	WES,WGS	pancreas,lung
50945	TBX22	T-box 22	Xq21.1	02253	11600	300307	NP_001103349;NP_058650;NP_001103348	NM_001109879;NM_016954;NM_001109878	ENSP00000362393;ENSP00000396394;ENSP00000362390	candidate	0	0	0	Metazoans	2	4	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	-1	chrX	79277769	79286607	HTMS,WES	breast,lung,ovarian,pancreas,prostate,colorectal
6926	TBX3	T-box 3	12q24.1	03373	11602	601621	NP_005987;NP_057653	NM_005996;NM_016569	ENSP00000257567;ENSP00000257566	candidate	0	0	0	Eukaryotes	7	3	Cell cycle,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Multicellular activities,Other,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	23	chr12	115109649	115121005	WES	breast
6917	TCEA1	transcription elongation factor A (SII), 1	8q11.2	03252	11612	601425	NP_006747;NP_958845	NM_006756;NM_201437	ENSP00000428426;ENSP00000395483	known	1	0	2	Last Universal Common Ancestor	9	1	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	106	chr8	54882952	54934685	CGC	salivary
10915	TCERG1	transcription elongation regulator 1	5q31	10393	15630	605409	NP_006697;NP_001035095	NM_006706;NM_001040006	ENSP00000377943;ENSP00000296702	candidate	0	0	0	Eukaryotes	34	1	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	87	chr5	145826913	145890202	WES	colorectal (hypermutated)
256536	TCERG1L	transcription elongation regulator 1-like	10q26.3	18170	23533	-	NP_777597	NM_174937	ENSP00000357631	candidate	0	0	0	Eukaryotes	5	0	-1	-1	chr10	132891428	133109898	WES	colorectal
6938	TCF12	transcription factor 12	15q21	02725	11623	600480	NP_003196;NP_996921;NP_996919;NP_996923;NP_996920	NM_003205;NM_207038;NM_207036;NM_207040;NM_207037	ENSP00000388940;ENSP00000331057;ENSP00000453737;ENSP00000342459	known	1	0	0	Metazoans	37	3	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	100	chr15	57212112	57574782	CGC	sarcoma
6929	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	19p13.3	00918	11633	147141	NP_003191;NP_001129611	NM_003200;NM_001136139	ENSP00000344375;ENSP00000262965	known	1	0	1	Eukaryotes	154	4	Cellular metabolism,DNA/RNA metabolism and transcription,Development,Immune system response,Regulation of intracellular processes and metabolism,Regulation of transcription	86	chr19	1611709	1650247	CGC	leukemia
6934	TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	10q25.3	03751	11641	602228	NP_001185456;NP_001139756;NP_001185459;NP_001185454;NP_110383;NP_001185455;NP_001139755;NP_001185460;NP_001185457;NP_001139746;NP_001139757;NP_001139758;NP_001185458	NM_001198527;NM_001146284;NM_001198530;NM_001198525;NM_030756;NM_001198526;NM_001146283;NM_001198531;NM_001198528;NM_001146274;NM_001146285;NM_001146286;NM_001198529	ENSP00000444972;ENSP00000347949;ENSP00000446238;ENSP00000446172;ENSP00000358404	known	1	0	0	Opisthokonts	31	0	Cell cycle,Cellular metabolism,Cellular processes,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	100	chr10	114710516	114925728	CGC,WES	colorectal,colorectal (hypermutated),colorectal (non-hypermutated)
8115	TCL1A	T-cell leukemia/lymphoma 1A	14q32.1	01744	11648	186960	NP_068801;NP_001092195	NM_021966;NM_001098725	ENSP00000451506;ENSP00000385036	known	1	0	0	Mammals	7	4	-1	65	chr14	96178095	96180403	CGC	leukemia
27004	TCL6	T-cell leukemia/lymphoma 6 (non-protein coding)	14q32.1	05104	13463	604412	-	NM_012468;NM_020554;NM_020552;NM_020550;NM_014418;NM_020553;NR_028288	-	known	1	0	-1	Primates	0	0	-1	24	-	0	0	CGC	leukemia
343521	TCTEX1D4	Tctex1 domain containing 4	1p34.1	15762	32315	611713	NP_001013654	NM_001013632	ENSP00000361274	candidate	0	0	0	Eukaryotes	5	0	-1	-1	chr1	45271678	45272340	WGS	lymphoma
6996	TDG	thymine-DNA glycosylase	12q24.1	03251	11700	601423	NP_003202	NM_001008411;NM_003211	ENSP00000376611	candidate	0	0	1	Last Universal Common Ancestor	39	3	Cellular metabolism,DNA/RNA metabolism and transcription	71	chr12	104370694	104380865	HTMS	breast,lung,ovarian,pancreas,prostate
221400	TDRD6	tudor domain containing 6	6p12.3	18172	21339	611200	NP_001010870;NP_001161831	NM_001010870;NM_001168359	ENSP00000443299	candidate	0	0	0	Eukaryotes	2	0	-1	-1	chr6	46655866	46665824	WES	breast
7007	TECTA	tectorin alpha	11q22-q24	03985	11720	602574	NP_005413	NM_005422	ENSP00000264037	candidate	0	0	0	Eukaryotes	0	0	Cell motility and interactions,Cell response to stimuli	16	chr11	120973375	121061512	WES	breast
7015	TERT	telomerase reverse transcriptase	5p15.33	01754	11730	187270	NP_937983;NP_001180305	NM_198254;NM_198255;NM_198253;NM_001193376	ENSP00000334346;ENSP00000309572	candidate	0	0	0	Eukaryotes	41	5	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism	14	chr5	1253846	1295104	WES	lung
80312	TET1	tet methylcytosine dioxygenase 1	10q21	09694	29484	607790	NP_085128	NM_030625	ENSP00000362748	known	1	0	0	Metazoans	1	4	-1	-1	chr10	70332096	70451568	CGC	leukemia
54790	TET2	tet methylcytosine dioxygenase 2	4q24	07876	25941	612839	NP_001120680;NP_060098	NM_001127208;NM_017628	ENSP00000369351;ENSP00000306705	known	0	1	0	Metazoans	4	1	-1	-1	chr4	106155100	106197673	CGC,WES	myelodysplasia
56159	TEX11	testis expressed 11	Xq13.1	02256	11733	300311	NP_001003811;NP_112566	NM_001003811;NM_031276	ENSP00000379226;ENSP00000363453	candidate	0	0	0	Eukaryotes	44	0	-1	5	chrX	69748948	70099960	WGS	prostate
83741	TFAP2D	transcription factor AP-2 delta (activating enhancer binding protein 2 delta)	6p12.1	11627	15581	610161	NP_758438	NM_172238	ENSP00000008391	candidate	0	0	0	Metazoans	0	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	-1	chr6	50682829	50740574	WES	lung
339488	TFAP2E	transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon)	1p34.3	18174	30774	614428	NP_848643	NM_178548	ENSP00000362332	candidate	0	0	0	Metazoans	0	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	-1	chr1	36039528	36060274	WGS	lymphoma
7030	TFE3	transcription factor binding to IGHM enhancer 3	Xp11.22	02439	11752	314310	NP_006512	NM_006521	ENSP00000314129	known	1	0	0	Opisthokonts	56	1	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	80	chrX	48887672	48900752	CGC	kidney,sarcoma
7942	TFEB	transcription factor EB	6p21	02847	11753	600744	NP_001161299;NP_009093	NM_001167827;NM_007162	ENSP00000384203;ENSP00000230323	known	1	0	0	Opisthokonts	3	4	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription	52	chr6	41652340	41658951	CGC	kidney
10342	TFG	TRK-fused gene	3q12.2	03932	11758	602498	NP_006061;NP_001007566;NP_001182408;NP_001182407	NM_006070;NM_001007565;NM_001195479;NM_001195478	ENSP00000419960;ENSP00000417952;ENSP00000240851	known	1	0	1	Eukaryotes	21	1	Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	104	chr3	100432530	100467372	CGC	lung,lymphoma,thyroid
29844	TFPT	TCF3 (E2A) fusion partner (in childhood Leukemia)	19q13	10266	13630	609519	NP_037474	NM_013342	ENSP00000375639	known	1	0	0	Metazoans	35	1	-1	44	chr19	54610360	54618079	CGC	leukemia
7037	TFRC	transferrin receptor (p90, CD71)	3q29	01812	11763	190010	NP_003225;NP_001121620	NM_003234;NM_001128148	ENSP00000353224;ENSP00000376197	known	1	0	0	Last Universal Common Ancestor	43	4	Cellular processes,Regulation of intracellular processes and metabolism	105	chr3	195778816	195802231	CGC	non-hodgkin lymphoma
7038	TG	thyroglobulin	8q24	01782	11764	188450	NP_003226	NM_003235	ENSP00000220616	candidate	0	0	0	Last Universal Common Ancestor	9	2	Cellular metabolism,Signal transduction	57	chr8	133879246	134147035	WES	breast
7045	TGFBI	transforming growth factor, beta-induced, 68kDa	5q31	03409	11771	601692	NP_000349	NM_000358	ENSP00000416330	candidate	0	0	0	Last Universal Common Ancestor	9	8	Cell motility and interactions,Cell response to stimuli,Regulation of intracellular processes and metabolism	87	chr5	135364745	135397268	WGS	breast
7048	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	3p22	01823	11773	190182	NP_003233;NP_001020018	NM_003242;NM_001024847	ENSP00000351905;ENSP00000295754	candidate	0	0	0	Last Universal Common Ancestor	13	15	Cell cycle,Cellular metabolism,Cellular processes,Regulation of intracellular processes and metabolism,Signal transduction	106	chr3	30648376	30733088	WES	colorectal,colorectal (hypermutated),pancreas
7053	TGM3	transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)	20q11.2	02584	11779	600238	NP_003236	NM_003245	ENSP00000370867	candidate	0	0	0	Metazoans	14	0	Cellular metabolism,Cellular processes,Development,Multicellular activities	46	chr20	2290302	2321224	WES	colorectal
7059	THBS3	thrombospondin 3	1q21	01767	11787	188062	NP_001239536;NP_001239537;NP_009043	NR_045553;NM_001252607;NM_001252608;NM_007112	ENSP00000392207;ENSP00000357362	candidate	0	0	0	Last Universal Common Ancestor	1	1	Cell motility and interactions	47	chr1	155165635	155177667	WES	breast
8563	THOC5	THO complex 5	22q12.2	16650	19074	612733	NP_001002878;NP_001002879;NP_003669;NP_001002877	NM_001002878;NM_001002879;NM_003678;NM_001002877	ENSP00000380971;ENSP00000380970;ENSP00000380969	candidate	0	0	0	Eukaryotes	7	1	-1	60	chr22	29904449	29945136	WES	breast
9967	THRAP3	thyroid hormone receptor associated protein 3	1p34.3	07543	22964	603809	NP_005110	NM_005119	ENSP00000346634	known	1	0	1	Eukaryotes	63	0	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	5	chr1	36748165	36769615	CGC	bone cyst
7069	THRSP	thyroid hormone responsive	11q14.1	03566	11800	601926	NP_003242	NM_003251	ENSP00000281030	candidate	0	0	0	Vertebrates	0	0	-1	-1	chr11	77774928	77775365	WGS	breast
221981	THSD7A	thrombospondin, type I, domain containing 7A	7p21.3	-	22207	612249	NP_056019	NM_015204	-	candidate	0	0	0	Last Universal Common Ancestor	4	0	-1	52	chr7	11415424	11871572	WES	head and neck squamous cell carcinoma
80731	THSD7B	thrombospondin, type I, domain containing 7B	2q22.1	-	29348	-	NP_001073896	NM_001080427	ENSP00000413841	candidate	0	0	0	Last Universal Common Ancestor	1	0	-1	-1	chr2	137748462	138434172	WES	prostate
7074	TIAM1	T-cell lymphoma invasion and metastasis 1	21q22.1|21q22.11	02820	11805	600687	NP_003244	NM_003253	ENSP00000286827	candidate	0	0	0	Eukaryotes	33	3	Signal transduction	89	chr21	32492689	32639288	WES	colorectal
8914	TIMELESS	timeless homolog (Drosophila)	12q12-q13	04864	11813	603887	NP_003911	NM_003920	ENSP00000450607	candidate	0	0	0	Eukaryotes	20	0	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	77	chr12	56811503	56827954	WES	breast
84076	TKTL2	transketolase-like 2	4q32.2	13159	25313	-	NP_115512	NM_032136	ENSP00000280605	candidate	0	0	0	Last Universal Common Ancestor	2	1	-1	-1	chr4	164393009	164394886	WES	lung
7091	TLE4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)	9q21.31	-	11840	605132	NP_008936	NM_007005	ENSP00000365703	candidate	0	0	1	Last Universal Common Ancestor	11	10	Cellular metabolism,DNA/RNA metabolism and transcription,Regulation of intracellular processes and metabolism,Regulation of transcription,Signal transduction	84	chr9	82187706	82340056	WES	acute myeloid leukemia
7093	TLL2	tolloid-like 2	10q23-q24	05993	11844	606743	NP_036597	NM_012465	ENSP00000350630	candidate	0	0	1	Last Universal Common Ancestor	0	0	Cellular metabolism	20	chr10	98127848	98273442	WES	lymphoma
7094	TLN1	talin 1	9p13	01726	11845	186745	NP_006280	NM_006289	ENSP00000316029	candidate	0	0	1	Eukaryotes	44	3	Cell motility and interactions,Cellular processes	71	chr9	35697791	35725691	WES	breast
7097	TLR2	toll-like receptor 2	4q32	04323	11848	603028	NP_003255	NM_003264	-	candidate	0	0	0	Eukaryotes	25	5	Cell cycle,Cell response to stimuli,Cellular processes,Development,Immune system response,Regulation of intracellular processes and metabolism,Signal transduction	19	chr4	154624060	154626411	WES	chronic lymphocytic leukemia
7099	TLR4	toll-like receptor 4	9q33.1	04325	11850	603030	NP_612564;NP_003257;NP_612567	NM_138554;NM_003266;NM_138557;NR_024168;NR_024169;NM_138556	ENSP00000363089	candidate	0	0	0	Eukaryotes	48	5	Cell response to stimuli,Cellular metabolism,Development,Immune system response,Regulation of intracellular processes and metabolism,Signal transduction	67	chr9	120466751	120476923	HTMS	breast,lung,ovarian,pancreas,prostate
51311	TLR8	toll-like receptor 8	Xp22	02296	15632	300366	NP_619542	NM_016610;NM_138636	ENSP00000218032	candidate	0	0	0	Last Universal Common Ancestor	4	0	Cell response to stimuli,Cellular metabolism,Immune system response,Regulation of intracellular processes and metabolism,Signal transduction	4	chrX	12937163	12940282	WGS	melanoma
54106	TLR9	toll-like receptor 9	3p21.3	05685	15633	605474	NP_059138	NM_138688;NM_017442	ENSP00000353874	candidate	0	0	0	Last Universal Common Ancestor	27	0	Cell response to stimuli,Cellular metabolism,Immune system response,Regulation of intracellular processes and metabolism,Signal transduction	-1	chr3	52255236	52258328	WES	colorectal
3195	TLX1	T-cell leukemia homeobox 1	10q24	01728	5056	186770	NP_001182446;NP_005512	NM_001195517;NM_005521	ENSP00000434914	known	1	0	0	Eukaryotes	4	2	Cell cycle,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	1	chr10	102891299	102896667	CGC	leukemia
30012	TLX3	T-cell leukemia homeobox 3	5q35.1	06868	13532	604640	NP_066305	NM_021025	ENSP00000296921	known	1	0	0	Eukaryotes	2	2	Cell cycle,Cell motility and interactions,Cellular metabolism,DNA/RNA metabolism and transcription,Development,Regulation of intracellular processes and metabolism,Regulation of transcription	9	chr5	170736370	170738600	CGC,WGS	leukemia,lymphoma
53346	TM6SF1	transmembrane 6 superfamily member 1	15q24-q26	08411	11860	606562	NP_075379;NP_001138375	NM_023003;NM_001144903	ENSP00000317000	candidate	0	0	0	Eukaryotes	0	1	-1	65	chr15	83776433	83805421	WGS	lymphoma,prostate
81501	TM7SF4	transmembrane 7 superfamily member 4	8q23	07295	18549	605933	NP_110415	NM_030788	ENSP00000297581	candidate	0	0	0	Vertebrates	0	2	Development	40	chr8	105360781	105368423	WES	pancreas
114908	TMEM123	transmembrane protein 123	11q22.1	-	30138	606356	NP_443164	NM_052932	ENSP00000381204	candidate	0	0	0	Vertebrates	4	1	-1	106	chr11	102272272	102323354	WES	breast
114795	TMEM132B	transmembrane protein 132B	12q24.31	17230	29397	-	NP_443139	NM_052907	-	candidate	0	0	0	Eukaryotes	0	3	-1	-1	chr12	125811170	126139253	WES	melanoma
121256	TMEM132D	transmembrane protein 132D	12q24.33	13906	29411	611257	NP_597705	NM_133448	ENSP00000408581	candidate	0	0	0	Eukaryotes	2	0	-1	-1	chr12	129558423	130387884	WES	lung
55754	TMEM30A	transmembrane protein 30A	6q14.1	15535	16667	611028	NP_001137430;NP_060717	NM_001143958;NM_018247	ENSP00000230461	candidate	0	0	0	Eukaryotes	3	6	-1	97	chr6	75965821	75994354	WES	lymphoma,non-hodgkin lymphoma
7113	TMPRSS2	transmembrane protease, serine 2	21q22.3	03637	11876	602060	NP_001128571;NP_005647	NM_001135099;NM_005656	ENSP00000381588;ENSP00000330330	known	1	0	0	Last Universal Common Ancestor	0	0	Cellular metabolism	35	chr21	42839661	42879931	CGC	prostate
164656	TMPRSS6	transmembrane protease, serine 6	22q12.3	10270	16517	609862	NP_705837	NM_153609	ENSP00000334962	candidate	0	0	0	Last Universal Common Ancestor	21	1	Cell motility and interactions,Cellular metabolism,Development,Multicellular activities,Signal transduction	63	chr22	37462123	37499460	WES	breast
